sure	ayet	kelime_no	segment_no	form_buckwalter	form_arapca	lem	pos	features	ayet_osmani	ayet_harekesiz
11	73	13	1	HamiydN	حَمِيدٌ	Hamiyd	N	STEM|POS:N|LEM:Hamiyd|ROOT:Hmd|MS|INDEF|NOM	قَالُوٓا۟ أَتَعْجَبِينَ مِنْ أَمْرِ ٱللَّهِ رَحْمَتُ ٱللَّهِ وَبَرَكَٰتُهُۥ عَلَيْكُمْ أَهْلَ ٱلْبَيْتِ إِنَّهُۥ حَمِيدٌ مَّجِيدٌ	قالوا أتعجبين من أمر الله رحمت الله وبركاته عليكم أهل البيت إنه حميد مجيد
13	13	3	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	وَيُسَبِّحُ ٱلرَّعْدُ بِحَمْدِهِۦ وَٱلْمَلَٰٓئِكَةُ مِنْ خِيفَتِهِۦ وَيُرْسِلُ ٱلصَّوَٰعِقَ فَيُصِيبُ بِهَا مَن يَشَآءُ وَهُمْ يُجَٰدِلُونَ فِى ٱللَّهِ وَهُوَ شَدِيدُ ٱلْمِحَالِ	ويسبح الرعد بحمده والملائكة من خيفته ويرسل الصواعق فيصيب بها من يشاء وهم يجادلون في الله وهو شديد المحال
14	1	16	2	Hamiydi	حَمِيدِ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|GEN	بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ الٓر كِتَٰبٌ أَنزَلْنَٰهُ إِلَيْكَ لِتُخْرِجَ ٱلنَّاسَ مِنَ ٱلظُّلُمَٰتِ إِلَى ٱلنُّورِ بِإِذْنِ رَبِّهِمْ إِلَىٰ صِرَٰطِ ٱلْعَزِيزِ ٱلْحَمِيدِ	بسم الله الرحمن الرحيم الر كتاب أنزلناه إليك لتخرج الناس من الظلمات إلى النور بإذن ربهم إلى صراط العزيز الحميد
14	8	13	1	HamiydN	حَمِيدٌ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|INDEF|NOM	وَقَالَ مُوسَىٰٓ إِن تَكْفُرُوٓا۟ أَنتُمْ وَمَن فِى ٱلْأَرْضِ جَمِيعًا فَإِنَّ ٱللَّهَ لَغَنِىٌّ حَمِيدٌ	وقال موسى إن تكفروا أنتم ومن في الأرض جميعا فإن الله لغني حميد
14	39	1	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	ٱلْحَمْدُ لِلَّهِ ٱلَّذِى وَهَبَ لِى عَلَى ٱلْكِبَرِ إِسْمَٰعِيلَ وَإِسْحَٰقَ إِنَّ رَبِّى لَسَمِيعُ ٱلدُّعَآءِ	الحمد لله الذي وهب لي على الكبر إسماعيل وإسحاق إن ربي لسميع الدعاء
15	98	2	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	فَسَبِّحْ بِحَمْدِ رَبِّكَ وَكُن مِّنَ ٱلسَّٰجِدِينَ	فسبح بحمد ربك وكن من الساجدين
16	75	22	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	ضَرَبَ ٱللَّهُ مَثَلًا عَبْدًا مَّمْلُوكًا لَّا يَقْدِرُ عَلَىٰ شَىْءٍ وَمَن رَّزَقْنَٰهُ مِنَّا رِزْقًا حَسَنًا فَهُوَ يُنفِقُ مِنْهُ سِرًّا وَجَهْرًا هَلْ يَسْتَوُۥنَ ٱلْحَمْدُ لِلَّهِ بَلْ أَكْثَرُهُمْ لَا يَعْلَمُونَ	ضرب الله مثلا عبدا مملوكا لا يقدر على شيء ومن رزقناه منا رزقا حسنا فهو ينفق منه سرا وجهرا هل يستوون الحمد لله بل أكثرهم لا يعلمون
17	44	13	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	تُسَبِّحُ لَهُ ٱلسَّمَٰوَٰتُ ٱلسَّبْعُ وَٱلْأَرْضُ وَمَن فِيهِنَّ وَإِن مِّن شَىْءٍ إِلَّا يُسَبِّحُ بِحَمْدِهِۦ وَلَٰكِن لَّا تَفْقَهُونَ تَسْبِيحَهُمْ إِنَّهُۥ كَانَ حَلِيمًا غَفُورًا	تسبح له السماوات السبع والأرض ومن فيهن وإن من شيء إلا يسبح بحمده ولكن لا تفقهون تسبيحهم إنه كان حليما غفورا
17	52	4	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	يَوْمَ يَدْعُوكُمْ فَتَسْتَجِيبُونَ بِحَمْدِهِۦ وَتَظُنُّونَ إِن لَّبِثْتُمْ إِلَّا قَلِيلًا	يوم يدعوكم فتستجيبون بحمده وتظنون إن لبثتم إلا قليلا
17	79	12	1	m~aHomuwdFA	مَّحْمُودًا	m~aHomuwd	N	STEM|POS:N|PASS|PCPL|LEM:m~aHomuwd|ROOT:Hmd|M|INDEF|ACC	وَمِنَ ٱلَّيْلِ فَتَهَجَّدْ بِهِۦ نَافِلَةً لَّكَ عَسَىٰٓ أَن يَبْعَثَكَ رَبُّكَ مَقَامًا مَّحْمُودًا	ومن الليل فتهجد به نافلة لك عسى أن يبعثك ربك مقاما محمودا
17	111	2	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	وَقُلِ ٱلْحَمْدُ لِلَّهِ ٱلَّذِى لَمْ يَتَّخِذْ وَلَدًا وَلَمْ يَكُن لَّهُۥ شَرِيكٌ فِى ٱلْمُلْكِ وَلَمْ يَكُن لَّهُۥ وَلِىٌّ مِّنَ ٱلذُّلِّ وَكَبِّرْهُ تَكْبِيرًۢا	وقل الحمد لله الذي لم يتخذ ولدا ولم يكن له شريك في الملك ولم يكن له ولي من الذل وكبره تكبيرا
18	1	1	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ ٱلْحَمْدُ لِلَّهِ ٱلَّذِىٓ أَنزَلَ عَلَىٰ عَبْدِهِ ٱلْكِتَٰبَ وَلَمْ يَجْعَل لَّهُۥ عِوَجَا	بسم الله الرحمن الرحيم الحمد لله الذي أنزل على عبده الكتاب ولم يجعل له عوجا
20	130	6	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	فَٱصْبِرْ عَلَىٰ مَا يَقُولُونَ وَسَبِّحْ بِحَمْدِ رَبِّكَ قَبْلَ طُلُوعِ ٱلشَّمْسِ وَقَبْلَ غُرُوبِهَا وَمِنْ ءَانَآئِ ٱلَّيْلِ فَسَبِّحْ وَأَطْرَافَ ٱلنَّهَارِ لَعَلَّكَ تَرْضَىٰ	فاصبر على ما يقولون وسبح بحمد ربك قبل طلوع الشمس وقبل غروبها ومن آناء الليل فسبح وأطراف النهار لعلك ترضى
22	24	9	2	Hamiydi	حَمِيدِ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|GEN	وَهُدُوٓا۟ إِلَى ٱلطَّيِّبِ مِنَ ٱلْقَوْلِ وَهُدُوٓا۟ إِلَىٰ صِرَٰطِ ٱلْحَمِيدِ	وهدوا إلى الطيب من القول وهدوا إلى صراط الحميد
22	64	12	2	Hamiydu	حَمِيدُ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|NOM	لَّهُۥ مَا فِى ٱلسَّمَٰوَٰتِ وَمَا فِى ٱلْأَرْضِ وَإِنَّ ٱللَّهَ لَهُوَ ٱلْغَنِىُّ ٱلْحَمِيدُ	له ما في السماوات وما في الأرض وإن الله لهو الغني الحميد
23	28	9	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	فَإِذَا ٱسْتَوَيْتَ أَنتَ وَمَن مَّعَكَ عَلَى ٱلْفُلْكِ فَقُلِ ٱلْحَمْدُ لِلَّهِ ٱلَّذِى نَجَّىٰنَا مِنَ ٱلْقَوْمِ ٱلظَّٰلِمِينَ	فإذا استويت أنت ومن معك على الفلك فقل الحمد لله الذي نجانا من القوم الظالمين
25	58	8	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	وَتَوَكَّلْ عَلَى ٱلْحَىِّ ٱلَّذِى لَا يَمُوتُ وَسَبِّحْ بِحَمْدِهِۦ وَكَفَىٰ بِهِۦ بِذُنُوبِ عِبَادِهِۦ خَبِيرًا	وتوكل على الحي الذي لا يموت وسبح بحمده وكفى به بذنوب عباده خبيرا
27	15	7	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	وَلَقَدْ ءَاتَيْنَا دَاوُۥدَ وَسُلَيْمَٰنَ عِلْمًا وَقَالَا ٱلْحَمْدُ لِلَّهِ ٱلَّذِى فَضَّلَنَا عَلَىٰ كَثِيرٍ مِّنْ عِبَادِهِ ٱلْمُؤْمِنِينَ	ولقد آتينا داوود وسليمان علما وقالا الحمد لله الذي فضلنا على كثير من عباده المؤمنين
27	59	2	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	قُلِ ٱلْحَمْدُ لِلَّهِ وَسَلَٰمٌ عَلَىٰ عِبَادِهِ ٱلَّذِينَ ٱصْطَفَىٰٓ ءَآللَّهُ خَيْرٌ أَمَّا يُشْرِكُونَ	قل الحمد لله وسلام على عباده الذين اصطفى آلله خير أما يشركون
27	93	2	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	وَقُلِ ٱلْحَمْدُ لِلَّهِ سَيُرِيكُمْ ءَايَٰتِهِۦ فَتَعْرِفُونَهَا وَمَا رَبُّكَ بِغَٰفِلٍ عَمَّا تَعْمَلُونَ	وقل الحمد لله سيريكم آياته فتعرفونها وما ربك بغافل عما تعملون
28	70	8	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	وَهُوَ ٱللَّهُ لَآ إِلَٰهَ إِلَّا هُوَ لَهُ ٱلْحَمْدُ فِى ٱلْأُولَىٰ وَٱلْـَٔاخِرَةِ وَلَهُ ٱلْحُكْمُ وَإِلَيْهِ تُرْجَعُونَ	وهو الله لا إله إلا هو له الحمد في الأولى والآخرة وله الحكم وإليه ترجعون
29	63	17	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	وَلَئِن سَأَلْتَهُم مَّن نَّزَّلَ مِنَ ٱلسَّمَآءِ مَآءً فَأَحْيَا بِهِ ٱلْأَرْضَ مِنۢ بَعْدِ مَوْتِهَا لَيَقُولُنَّ ٱللَّهُ قُلِ ٱلْحَمْدُ لِلَّهِ بَلْ أَكْثَرُهُمْ لَا يَعْقِلُونَ	ولئن سألتهم من نزل من السماء ماء فأحيا به الأرض من بعد موتها ليقولن الله قل الحمد لله بل أكثرهم لا يعقلون
30	18	2	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	وَلَهُ ٱلْحَمْدُ فِى ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَعَشِيًّا وَحِينَ تُظْهِرُونَ	وله الحمد في السماوات والأرض وعشيا وحين تظهرون
31	12	18	1	HamiydN	حَمِيدٌ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|INDEF|NOM	وَلَقَدْ ءَاتَيْنَا لُقْمَٰنَ ٱلْحِكْمَةَ أَنِ ٱشْكُرْ لِلَّهِ وَمَن يَشْكُرْ فَإِنَّمَا يَشْكُرُ لِنَفْسِهِۦ وَمَن كَفَرَ فَإِنَّ ٱللَّهَ غَنِىٌّ حَمِيدٌ	ولقد آتينا لقمان الحكمة أن اشكر لله ومن يشكر فإنما يشكر لنفسه ومن كفر فإن الله غني حميد
31	25	10	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	وَلَئِن سَأَلْتَهُم مَّنْ خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ لَيَقُولُنَّ ٱللَّهُ قُلِ ٱلْحَمْدُ لِلَّهِ بَلْ أَكْثَرُهُمْ لَا يَعْلَمُونَ	ولئن سألتهم من خلق السماوات والأرض ليقولن الله قل الحمد لله بل أكثرهم لا يعلمون
31	26	10	2	Hamiydu	حَمِيدُ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|NOM	لِلَّهِ مَا فِى ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ إِنَّ ٱللَّهَ هُوَ ٱلْغَنِىُّ ٱلْحَمِيدُ	لله ما في السماوات والأرض إن الله هو الغني الحميد
32	15	11	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	إِنَّمَا يُؤْمِنُ بِـَٔايَٰتِنَا ٱلَّذِينَ إِذَا ذُكِّرُوا۟ بِهَا خَرُّوا۟ سُجَّدًا وَسَبَّحُوا۟ بِحَمْدِ رَبِّهِمْ وَهُمْ لَا يَسْتَكْبِرُونَ	إنما يؤمن بآياتنا الذين إذا ذكروا بها خروا سجدا وسبحوا بحمد ربهم وهم لا يستكبرون
34	1	1	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ ٱلْحَمْدُ لِلَّهِ ٱلَّذِى لَهُۥ مَا فِى ٱلسَّمَٰوَٰتِ وَمَا فِى ٱلْأَرْضِ وَلَهُ ٱلْحَمْدُ فِى ٱلْـَٔاخِرَةِ وَهُوَ ٱلْحَكِيمُ ٱلْخَبِيرُ	بسم الله الرحمن الرحيم الحمد لله الذي له ما في السماوات وما في الأرض وله الحمد في الآخرة وهو الحكيم الخبير
34	1	12	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ ٱلْحَمْدُ لِلَّهِ ٱلَّذِى لَهُۥ مَا فِى ٱلسَّمَٰوَٰتِ وَمَا فِى ٱلْأَرْضِ وَلَهُ ٱلْحَمْدُ فِى ٱلْـَٔاخِرَةِ وَهُوَ ٱلْحَكِيمُ ٱلْخَبِيرُ	بسم الله الرحمن الرحيم الحمد لله الذي له ما في السماوات وما في الأرض وله الحمد في الآخرة وهو الحكيم الخبير
34	6	16	2	Hamiydi	حَمِيدِ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|GEN	وَيَرَى ٱلَّذِينَ أُوتُوا۟ ٱلْعِلْمَ ٱلَّذِىٓ أُنزِلَ إِلَيْكَ مِن رَّبِّكَ هُوَ ٱلْحَقَّ وَيَهْدِىٓ إِلَىٰ صِرَٰطِ ٱلْعَزِيزِ ٱلْحَمِيدِ	ويرى الذين أوتوا العلم الذي أنزل إليك من ربك هو الحق ويهدي إلى صراط العزيز الحميد
35	1	1	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ ٱلْحَمْدُ لِلَّهِ فَاطِرِ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ جَاعِلِ ٱلْمَلَٰٓئِكَةِ رُسُلًا أُو۟لِىٓ أَجْنِحَةٍ مَّثْنَىٰ وَثُلَٰثَ وَرُبَٰعَ يَزِيدُ فِى ٱلْخَلْقِ مَا يَشَآءُ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ	بسم الله الرحمن الرحيم الحمد لله فاطر السماوات والأرض جاعل الملائكة رسلا أولي أجنحة مثنى وثلاث ورباع يزيد في الخلق ما يشاء إن الله على كل شيء قدير
35	15	10	2	Hamiydu	حَمِيدُ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|NOM	يَٰٓأَيُّهَا ٱلنَّاسُ أَنتُمُ ٱلْفُقَرَآءُ إِلَى ٱللَّهِ وَٱللَّهُ هُوَ ٱلْغَنِىُّ ٱلْحَمِيدُ	يا أيها الناس أنتم الفقراء إلى الله والله هو الغني الحميد
35	34	2	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	وَقَالُوا۟ ٱلْحَمْدُ لِلَّهِ ٱلَّذِىٓ أَذْهَبَ عَنَّا ٱلْحَزَنَ إِنَّ رَبَّنَا لَغَفُورٌ شَكُورٌ	وقالوا الحمد لله الذي أذهب عنا الحزن إن ربنا لغفور شكور
37	182	1	3	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	وَٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَٰلَمِينَ	والحمد لله رب العالمين
39	29	14	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	ضَرَبَ ٱللَّهُ مَثَلًا رَّجُلًا فِيهِ شُرَكَآءُ مُتَشَٰكِسُونَ وَرَجُلًا سَلَمًا لِّرَجُلٍ هَلْ يَسْتَوِيَانِ مَثَلًا ٱلْحَمْدُ لِلَّهِ بَلْ أَكْثَرُهُمْ لَا يَعْلَمُونَ	ضرب الله مثلا رجلا فيه شركاء متشاكسون ورجلا سلما لرجل هل يستويان مثلا الحمد لله بل أكثرهم لا يعلمون
39	74	2	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	وَقَالُوا۟ ٱلْحَمْدُ لِلَّهِ ٱلَّذِى صَدَقَنَا وَعْدَهُۥ وَأَوْرَثَنَا ٱلْأَرْضَ نَتَبَوَّأُ مِنَ ٱلْجَنَّةِ حَيْثُ نَشَآءُ فَنِعْمَ أَجْرُ ٱلْعَٰمِلِينَ	وقالوا الحمد لله الذي صدقنا وعده وأورثنا الأرض نتبوأ من الجنة حيث نشاء فنعم أجر العاملين
39	75	8	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	وَتَرَى ٱلْمَلَٰٓئِكَةَ حَآفِّينَ مِنْ حَوْلِ ٱلْعَرْشِ يُسَبِّحُونَ بِحَمْدِ رَبِّهِمْ وَقُضِىَ بَيْنَهُم بِٱلْحَقِّ وَقِيلَ ٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَٰلَمِينَ	وترى الملائكة حافين من حول العرش يسبحون بحمد ربهم وقضي بينهم بالحق وقيل الحمد لله رب العالمين
39	75	14	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	وَتَرَى ٱلْمَلَٰٓئِكَةَ حَآفِّينَ مِنْ حَوْلِ ٱلْعَرْشِ يُسَبِّحُونَ بِحَمْدِ رَبِّهِمْ وَقُضِىَ بَيْنَهُم بِٱلْحَقِّ وَقِيلَ ٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَٰلَمِينَ	وترى الملائكة حافين من حول العرش يسبحون بحمد ربهم وقضي بينهم بالحق وقيل الحمد لله رب العالمين
40	7	7	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	ٱلَّذِينَ يَحْمِلُونَ ٱلْعَرْشَ وَمَنْ حَوْلَهُۥ يُسَبِّحُونَ بِحَمْدِ رَبِّهِمْ وَيُؤْمِنُونَ بِهِۦ وَيَسْتَغْفِرُونَ لِلَّذِينَ ءَامَنُوا۟ رَبَّنَا وَسِعْتَ كُلَّ شَىْءٍ رَّحْمَةً وَعِلْمًا فَٱغْفِرْ لِلَّذِينَ تَابُوا۟ وَٱتَّبَعُوا۟ سَبِيلَكَ وَقِهِمْ عَذَابَ ٱلْجَحِيمِ	الذين يحملون العرش ومن حوله يسبحون بحمد ربهم ويؤمنون به ويستغفرون للذين آمنوا ربنا وسعت كل شيء رحمة وعلما فاغفر للذين تابوا واتبعوا سبيلك وقهم عذاب الجحيم
