sure	ayet	kelime_no	segment_no	form_buckwalter	form_arapca	lem	pos	features	ayet_osmani	ayet_harekesiz
6	165	11	2	yaboluwa	يَبْلُوَ	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|3MS|MOOD:SUBJ	وَهُوَ ٱلَّذِى جَعَلَكُمْ خَلَٰٓئِفَ ٱلْأَرْضِ وَرَفَعَ بَعْضَكُمْ فَوْقَ بَعْضٍ دَرَجَٰتٍ لِّيَبْلُوَكُمْ فِى مَآ ءَاتَىٰكُمْ إِنَّ رَبَّكَ سَرِيعُ ٱلْعِقَابِ وَإِنَّهُۥ لَغَفُورٌ رَّحِيمٌۢ	وهو الذي جعلكم خلائف الأرض ورفع بعضكم فوق بعض درجات ليبلوكم في ما آتاكم إن ربك سريع العقاب وإنه لغفور رحيم
7	141	15	1	balaA^'N	بَلَا^ءٌ	balaA^'	N	STEM|POS:N|LEM:balaA^'|ROOT:blw|M|INDEF|NOM	وَإِذْ أَنجَيْنَٰكُم مِّنْ ءَالِ فِرْعَوْنَ يَسُومُونَكُمْ سُوٓءَ ٱلْعَذَابِ يُقَتِّلُونَ أَبْنَآءَكُمْ وَيَسْتَحْيُونَ نِسَآءَكُمْ وَفِى ذَٰلِكُم بَلَآءٌ مِّن رَّبِّكُمْ عَظِيمٌ	وإذ أنجيناكم من آل فرعون يسومونكم سوء العذاب يقتلون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم
7	163	24	1	naboluw	نَبْلُو	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|1P	وَسْـَٔلْهُمْ عَنِ ٱلْقَرْيَةِ ٱلَّتِى كَانَتْ حَاضِرَةَ ٱلْبَحْرِ إِذْ يَعْدُونَ فِى ٱلسَّبْتِ إِذْ تَأْتِيهِمْ حِيتَانُهُمْ يَوْمَ سَبْتِهِمْ شُرَّعًا وَيَوْمَ لَا يَسْبِتُونَ لَا تَأْتِيهِمْ كَذَٰلِكَ نَبْلُوهُم بِمَا كَانُوا۟ يَفْسُقُونَ	واسألهم عن القرية التي كانت حاضرة البحر إذ يعدون في السبت إذ تأتيهم حيتانهم يوم سبتهم شرعا ويوم لا يسبتون لا تأتيهم كذلك نبلوهم بما كانوا يفسقون
7	168	10	2	balawo	بَلَوْ	balawo	V	STEM|POS:V|PERF|LEM:balawo|ROOT:blw|1P	وَقَطَّعْنَٰهُمْ فِى ٱلْأَرْضِ أُمَمًا مِّنْهُمُ ٱلصَّٰلِحُونَ وَمِنْهُمْ دُونَ ذَٰلِكَ وَبَلَوْنَٰهُم بِٱلْحَسَنَٰتِ وَٱلسَّيِّـَٔاتِ لَعَلَّهُمْ يَرْجِعُونَ	وقطعناهم في الأرض أمما منهم الصالحون ومنهم دون ذلك وبلوناهم بالحسنات والسيئات لعلهم يرجعون
8	17	13	3	yuboliYa	يُبْلِىَ	yuboliYa	V	STEM|POS:V|IMPF|(IV)|LEM:yuboliYa|ROOT:blw|3MS|MOOD:SUBJ	فَلَمْ تَقْتُلُوهُمْ وَلَٰكِنَّ ٱللَّهَ قَتَلَهُمْ وَمَا رَمَيْتَ إِذْ رَمَيْتَ وَلَٰكِنَّ ٱللَّهَ رَمَىٰ وَلِيُبْلِىَ ٱلْمُؤْمِنِينَ مِنْهُ بَلَآءً حَسَنًا إِنَّ ٱللَّهَ سَمِيعٌ عَلِيمٌ	فلم تقتلوهم ولكن الله قتلهم وما رميت إذ رميت ولكن الله رمى وليبلي المؤمنين منه بلاء حسنا إن الله سميع عليم
8	17	16	1	balaA^'F	بَلَا^ءً	balaA^'	N	STEM|POS:N|LEM:balaA^'|ROOT:blw|M|INDEF|ACC	فَلَمْ تَقْتُلُوهُمْ وَلَٰكِنَّ ٱللَّهَ قَتَلَهُمْ وَمَا رَمَيْتَ إِذْ رَمَيْتَ وَلَٰكِنَّ ٱللَّهَ رَمَىٰ وَلِيُبْلِىَ ٱلْمُؤْمِنِينَ مِنْهُ بَلَآءً حَسَنًا إِنَّ ٱللَّهَ سَمِيعٌ عَلِيمٌ	فلم تقتلوهم ولكن الله قتلهم وما رميت إذ رميت ولكن الله رمى وليبلي المؤمنين منه بلاء حسنا إن الله سميع عليم
10	30	2	1	taboluwA@	تَبْلُوا@	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|3FS	هُنَالِكَ تَبْلُوا۟ كُلُّ نَفْسٍ مَّآ أَسْلَفَتْ وَرُدُّوٓا۟ إِلَى ٱللَّهِ مَوْلَىٰهُمُ ٱلْحَقِّ وَضَلَّ عَنْهُم مَّا كَانُوا۟ يَفْتَرُونَ	هنالك تبلو كل نفس ما أسلفت وردوا إلى الله مولاهم الحق وضل عنهم ما كانوا يفترون
11	7	13	2	yaboluwa	يَبْلُوَ	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|3MS|MOOD:SUBJ	وَهُوَ ٱلَّذِى خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ فِى سِتَّةِ أَيَّامٍ وَكَانَ عَرْشُهُۥ عَلَى ٱلْمَآءِ لِيَبْلُوَكُمْ أَيُّكُمْ أَحْسَنُ عَمَلًا وَلَئِن قُلْتَ إِنَّكُم مَّبْعُوثُونَ مِنۢ بَعْدِ ٱلْمَوْتِ لَيَقُولَنَّ ٱلَّذِينَ كَفَرُوٓا۟ إِنْ هَٰذَآ إِلَّا سِحْرٌ مُّبِينٌ	وهو الذي خلق السماوات والأرض في ستة أيام وكان عرشه على الماء ليبلوكم أيكم أحسن عملا ولئن قلت إنكم مبعوثون من بعد الموت ليقولن الذين كفروا إن هذا إلا سحر مبين
14	6	23	1	balaA^'N	بَلَا^ءٌ	balaA^'	N	STEM|POS:N|LEM:balaA^'|ROOT:blw|M|INDEF|NOM	وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ ٱذْكُرُوا۟ نِعْمَةَ ٱللَّهِ عَلَيْكُمْ إِذْ أَنجَىٰكُم مِّنْ ءَالِ فِرْعَوْنَ يَسُومُونَكُمْ سُوٓءَ ٱلْعَذَابِ وَيُذَبِّحُونَ أَبْنَآءَكُمْ وَيَسْتَحْيُونَ نِسَآءَكُمْ وَفِى ذَٰلِكُم بَلَآءٌ مِّن رَّبِّكُمْ عَظِيمٌ	وإذ قال موسى لقومه اذكروا نعمة الله عليكم إذ أنجاكم من آل فرعون يسومونكم سوء العذاب ويذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم
16	92	22	1	yaboluw	يَبْلُو	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|3MS	وَلَا تَكُونُوا۟ كَٱلَّتِى نَقَضَتْ غَزْلَهَا مِنۢ بَعْدِ قُوَّةٍ أَنكَٰثًا تَتَّخِذُونَ أَيْمَٰنَكُمْ دَخَلًۢا بَيْنَكُمْ أَن تَكُونَ أُمَّةٌ هِىَ أَرْبَىٰ مِنْ أُمَّةٍ إِنَّمَا يَبْلُوكُمُ ٱللَّهُ بِهِۦ وَلَيُبَيِّنَنَّ لَكُمْ يَوْمَ ٱلْقِيَٰمَةِ مَا كُنتُمْ فِيهِ تَخْتَلِفُونَ	ولا تكونوا كالتي نقضت غزلها من بعد قوة أنكاثا تتخذون أيمانكم دخلا بينكم أن تكون أمة هي أربى من أمة إنما يبلوكم الله به وليبينن لكم يوم القيامة ما كنتم فيه تختلفون
18	7	8	2	naboluwa	نَبْلُوَ	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|1P|MOOD:SUBJ	إِنَّا جَعَلْنَا مَا عَلَى ٱلْأَرْضِ زِينَةً لَّهَا لِنَبْلُوَهُمْ أَيُّهُمْ أَحْسَنُ عَمَلًا	إنا جعلنا ما على الأرض زينة لها لنبلوهم أيهم أحسن عملا
20	120	13	1	yabolaY`	يَبْلَىٰ	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|3MS	فَوَسْوَسَ إِلَيْهِ ٱلشَّيْطَٰنُ قَالَ يَٰٓـَٔادَمُ هَلْ أَدُلُّكَ عَلَىٰ شَجَرَةِ ٱلْخُلْدِ وَمُلْكٍ لَّا يَبْلَىٰ	فوسوس إليه الشيطان قال يا آدم هل أدلك على شجرة الخلد وملك لا يبلى
21	35	5	2	naboluw	نَبْلُو	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|1P	كُلُّ نَفْسٍ ذَآئِقَةُ ٱلْمَوْتِ وَنَبْلُوكُم بِٱلشَّرِّ وَٱلْخَيْرِ فِتْنَةً وَإِلَيْنَا تُرْجَعُونَ	كل نفس ذائقة الموت ونبلوكم بالشر والخير فتنة وإلينا ترجعون
23	30	7	2	mubotaliyna	مُبْتَلِينَ	mubotaliy	N	STEM|POS:N|ACT|PCPL|(VIII)|LEM:mubotaliy|ROOT:blw|MP|ACC	إِنَّ فِى ذَٰلِكَ لَـَٔايَٰتٍ وَإِن كُنَّا لَمُبْتَلِينَ	إن في ذلك لآيات وإن كنا لمبتلين
27	40	24	2	yaboluwa	يَبْلُوَ	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|3MS|MOOD:SUBJ	قَالَ ٱلَّذِى عِندَهُۥ عِلْمٌ مِّنَ ٱلْكِتَٰبِ أَنَا۠ ءَاتِيكَ بِهِۦ قَبْلَ أَن يَرْتَدَّ إِلَيْكَ طَرْفُكَ فَلَمَّا رَءَاهُ مُسْتَقِرًّا عِندَهُۥ قَالَ هَٰذَا مِن فَضْلِ رَبِّى لِيَبْلُوَنِىٓ ءَأَشْكُرُ أَمْ أَكْفُرُ وَمَن شَكَرَ فَإِنَّمَا يَشْكُرُ لِنَفْسِهِۦ وَمَن كَفَرَ فَإِنَّ رَبِّى غَنِىٌّ كَرِيمٌ	قال الذي عنده علم من الكتاب أنا آتيك به قبل أن يرتد إليك طرفك فلما رآه مستقرا عنده قال هذا من فضل ربي ليبلوني أأشكر أم أكفر ومن شكر فإنما يشكر لنفسه ومن كفر فإن ربي غني كريم
33	11	2	1	{botuliYa	ٱبْتُلِىَ	{botalaY`^	V	STEM|POS:V|PERF|PASS|(VIII)|LEM:{botalaY`^|ROOT:blw|3MS	هُنَالِكَ ٱبْتُلِىَ ٱلْمُؤْمِنُونَ وَزُلْزِلُوا۟ زِلْزَالًا شَدِيدًا	هنالك ابتلي المؤمنون وزلزلوا زلزالا شديدا
37	106	4	2	bala`^&uA@	بَلَٰ^ؤُا@	balaA^'	N	STEM|POS:N|LEM:balaA^'|ROOT:blw|M|NOM	إِنَّ هَٰذَا لَهُوَ ٱلْبَلَٰٓؤُا۟ ٱلْمُبِينُ	إن هذا لهو البلاء المبين
44	33	6	1	bala`^&NA@	بَلَٰ^ؤٌا@	balaA^'	N	STEM|POS:N|LEM:balaA^'|ROOT:blw|M|INDEF|NOM	وَءَاتَيْنَٰهُم مِّنَ ٱلْـَٔايَٰتِ مَا فِيهِ بَلَٰٓؤٌا۟ مُّبِينٌ	وآتيناهم من الآيات ما فيه بلاء مبين
47	4	28	2	yaboluwaA@	يَبْلُوَا@	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|3MS|MOOD:SUBJ	فَإِذَا لَقِيتُمُ ٱلَّذِينَ كَفَرُوا۟ فَضَرْبَ ٱلرِّقَابِ حَتَّىٰٓ إِذَآ أَثْخَنتُمُوهُمْ فَشُدُّوا۟ ٱلْوَثَاقَ فَإِمَّا مَنًّۢا بَعْدُ وَإِمَّا فِدَآءً حَتَّىٰ تَضَعَ ٱلْحَرْبُ أَوْزَارَهَا ذَٰلِكَ وَلَوْ يَشَآءُ ٱللَّهُ لَٱنتَصَرَ مِنْهُمْ وَلَٰكِن لِّيَبْلُوَا۟ بَعْضَكُم بِبَعْضٍ وَٱلَّذِينَ قُتِلُوا۟ فِى سَبِيلِ ٱللَّهِ فَلَن يُضِلَّ أَعْمَٰلَهُمْ	فإذا لقيتم الذين كفروا فضرب الرقاب حتى إذا أثخنتموهم فشدوا الوثاق فإما منا بعد وإما فداء حتى تضع الحرب أوزارها ذلك ولو يشاء الله لانتصر منهم ولكن ليبلو بعضكم ببعض والذين قتلوا في سبيل الله فلن يضل أعمالهم
47	31	1	3	naboluwa	نَبْلُوَ	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|1P	وَلَنَبْلُوَنَّكُمْ حَتَّىٰ نَعْلَمَ ٱلْمُجَٰهِدِينَ مِنكُمْ وَٱلصَّٰبِرِينَ وَنَبْلُوَا۟ أَخْبَارَكُمْ	ولنبلونكم حتى نعلم المجاهدين منكم والصابرين ونبلو أخباركم
47	31	7	2	naboluwaA@	نَبْلُوَا@	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|1P|MOOD:SUBJ	وَلَنَبْلُوَنَّكُمْ حَتَّىٰ نَعْلَمَ ٱلْمُجَٰهِدِينَ مِنكُمْ وَٱلصَّٰبِرِينَ وَنَبْلُوَا۟ أَخْبَارَكُمْ	ولنبلونكم حتى نعلم المجاهدين منكم والصابرين ونبلو أخباركم
67	2	5	2	yaboluwa	يَبْلُوَ	balawo	V	STEM|POS:V|IMPF|LEM:balawo|ROOT:blw|3MS|MOOD:SUBJ	ٱلَّذِى خَلَقَ ٱلْمَوْتَ وَٱلْحَيَوٰةَ لِيَبْلُوَكُمْ أَيُّكُمْ أَحْسَنُ عَمَلًا وَهُوَ ٱلْعَزِيزُ ٱلْغَفُورُ	الذي خلق الموت والحياة ليبلوكم أيكم أحسن عملا وهو العزيز الغفور
68	17	2	1	balawo	بَلَوْ	balawo	V	STEM|POS:V|PERF|LEM:balawo|ROOT:blw|1P	إِنَّا بَلَوْنَٰهُمْ كَمَا بَلَوْنَآ أَصْحَٰبَ ٱلْجَنَّةِ إِذْ أَقْسَمُوا۟ لَيَصْرِمُنَّهَا مُصْبِحِينَ	إنا بلوناهم كما بلونا أصحاب الجنة إذ أقسموا ليصرمنها مصبحين
68	17	4	1	balawo	بَلَوْ	balawo	V	STEM|POS:V|PERF|LEM:balawo|ROOT:blw|1P	إِنَّا بَلَوْنَٰهُمْ كَمَا بَلَوْنَآ أَصْحَٰبَ ٱلْجَنَّةِ إِذْ أَقْسَمُوا۟ لَيَصْرِمُنَّهَا مُصْبِحِينَ	إنا بلوناهم كما بلونا أصحاب الجنة إذ أقسموا ليصرمنها مصبحين
76	2	7	1	n~abotaliy	نَّبْتَلِي	{botalaY`^	V	STEM|POS:V|IMPF|(VIII)|LEM:{botalaY`^|ROOT:blw|1P	إِنَّا خَلَقْنَا ٱلْإِنسَٰنَ مِن نُّطْفَةٍ أَمْشَاجٍ نَّبْتَلِيهِ فَجَعَلْنَٰهُ سَمِيعًۢا بَصِيرًا	إنا خلقنا الإنسان من نطفة أمشاج نبتليه فجعلناه سميعا بصيرا
86	9	2	1	tubolaY	تُبْلَى	balawo	V	STEM|POS:V|IMPF|PASS|LEM:balawo|ROOT:blw|3FS	يَوْمَ تُبْلَى ٱلسَّرَآئِرُ	يوم تبلى السرائر
89	15	5	1	{botalaY`	ٱبْتَلَىٰ	{botalaY`^	V	STEM|POS:V|PERF|(VIII)|LEM:{botalaY`^|ROOT:blw|3MS	فَأَمَّا ٱلْإِنسَٰنُ إِذَا مَا ٱبْتَلَىٰهُ رَبُّهُۥ فَأَكْرَمَهُۥ وَنَعَّمَهُۥ فَيَقُولُ رَبِّىٓ أَكْرَمَنِ	فأما الإنسان إذا ما ابتلاه ربه فأكرمه ونعمه فيقول ربي أكرمن
89	16	4	1	{botalaY`	ٱبْتَلَىٰ	{botalaY`^	V	STEM|POS:V|PERF|(VIII)|LEM:{botalaY`^|ROOT:blw|3MS	وَأَمَّآ إِذَا مَا ٱبْتَلَىٰهُ فَقَدَرَ عَلَيْهِ رِزْقَهُۥ فَيَقُولُ رَبِّىٓ أَهَٰنَنِ	وأما إذا ما ابتلاه فقدر عليه رزقه فيقول ربي أهانن
